1600	1200	1
1600	1100	0.818621524
1600	1050	0.731559855
1600	1050	0.726723096
1350	1050	0.702539299
1350	1050	0.702539299
1440	1000	0.640870617
1140	950	    0.582829504
990	    900	    0.565900846
990	    900	    0.562273277
1350	925	    0.530834341
1140	900	    0.534461911
1350	900	    0.513905683
